"Order","Kingdom","Genus","Species","Class","Phylum","Family"
"Nymphaeales","Plantae","Ropalon",NA,"Magnoliopsida","Streptophyta","Nymphaeaceae"
"Nymphaeales","Plantae","Nyphar",NA,"Magnoliopsida","Streptophyta","Nymphaeaceae"
NA,"Plantae","Tripetelus",NA,NA,NA,"Viburnaceae"
"Laurales","Plantae","Tetratome",NA,"Magnoliopsida","Streptophyta","Siparunaceae"
"Malpighiales","Plantae","Myrsine",NA,"Magnoliopsida","Streptophyta","Salicaceae"
"Solanales","Plantae","Cryptanthela",NA,"Magnoliopsida","Streptophyta","Convolvulaceae"
"Solanales","Plantae","Dimerodiscus",NA,"Magnoliopsida","Streptophyta","Convolvulaceae"
"Cornales","Plantae","Viburnum",NA,"Magnoliopsida","Streptophyta","Cornaceae"
"Caryophyllales","Plantae","Naiocrene",NA,"Magnoliopsida","Streptophyta","Montiaceae"
"Gentianales","Plantae","Tsilaitra",NA,"Magnoliopsida","Streptophyta","Apocynaceae"
"Myrtales","Plantae","Meiostemon",NA,"Magnoliopsida","Streptophyta","Combretaceae"
"Rosales","Plantae","Yadakeya",NA,"Magnoliopsida","Streptophyta","Rosaceae"
"Brassicales","Plantae","Melanidion",NA,"Magnoliopsida","Streptophyta","Brassicaceae"
"Saxifragales","Plantae","Saxifragopsis",NA,"Magnoliopsida","Streptophyta","Saxifragaceae"
"Brassicales","Plantae","Neolepia",NA,"Magnoliopsida","Streptophyta","Brassicaceae"
"Ericales","Plantae","Siphonella",NA,"Magnoliopsida","Streptophyta","Polemoniaceae"
"Boraginales","Plantae","Hippoglossum",NA,"Magnoliopsida","Streptophyta","Boraginaceae"
"Lamiales","Plantae","Russelia",NA,"Magnoliopsida","Streptophyta","Gesneriaceae"
"Oxalidales","Plantae","Oxalis",NA,"Magnoliopsida","Streptophyta","Connaraceae"
"Piperales","Plantae","Geotaenium",NA,"Magnoliopsida","Streptophyta","Aristolochiaceae"
"Sapindales","Plantae","Toluifera",NA,"Magnoliopsida","Streptophyta","Anacardiaceae"
"Sapindales","Plantae","Tetracronia",NA,"Magnoliopsida","Streptophyta","Rutaceae"
"Polypodiales","Plantae","Ophiopteris",NA,"Polypodiopsida","Streptophyta","Oleandraceae"
"Polypodiales","Plantae","Hypopeltis",NA,"Polypodiopsida","Streptophyta","Oleandraceae"
"Saxifragales","Plantae","Heterisia",NA,"Magnoliopsida","Streptophyta","Saxifragaceae"
"Lamiales","Plantae","Tacoanthus",NA,"Magnoliopsida","Streptophyta","Acanthaceae"
"Sapindales","Plantae","Sonneratia",NA,"Magnoliopsida","Streptophyta","Rutaceae"
"Boraginales","Plantae","Piptocalyx",NA,"Magnoliopsida","Streptophyta","Boraginaceae"
"Boraginales","Plantae","Wheelerella",NA,"Magnoliopsida","Streptophyta","Boraginaceae"
"Cucurbitales","Plantae","Tristemon",NA,"Magnoliopsida","Streptophyta","Cucurbitaceae"
"Brassicales","Plantae","Roemera",NA,"Magnoliopsida","Streptophyta","Capparaceae"
"Boraginales","Plantae","Cornus",NA,"Magnoliopsida","Streptophyta","Boraginaceae"
"Ericales","Plantae","Yunnanea",NA,"Magnoliopsida","Streptophyta","Theaceae"
"Caryophyllales","Plantae","Heliabravoa",NA,"Magnoliopsida","Streptophyta","Cactaceae"
"Malpighiales","Plantae","Paramammea",NA,"Magnoliopsida","Streptophyta","Calophyllaceae"
"Lamiales","Plantae","Keckia",NA,"Magnoliopsida","Streptophyta","Plantaginaceae"
"Solanales","Plantae","Cuscutina",NA,"Magnoliopsida","Streptophyta","Convolvulaceae"
"Solanales","Plantae","Lepidanche",NA,"Magnoliopsida","Streptophyta","Convolvulaceae"
"Fagales","Plantae","Myrica",NA,"Magnoliopsida","Streptophyta","Fagaceae"
"Rosales","Plantae","Microptelea",NA,"Magnoliopsida","Streptophyta","Ulmaceae"
"Rosales","Plantae","Ulmus",NA,"Magnoliopsida","Streptophyta","Cannabaceae"
"Rosales","Plantae","Homoioceltis",NA,"Magnoliopsida","Streptophyta","Cannabaceae"
"Lamiales","Plantae","Dinklageanthus",NA,"Magnoliopsida","Streptophyta","Bignoniaceae"
"Ericales","Plantae","Theopyxis",NA,"Magnoliopsida","Streptophyta","Primulaceae"
"Saxifragales","Plantae","Hieronymusia",NA,"Magnoliopsida","Streptophyta","Saxifragaceae"
"Ericales","Plantae","Camunium",NA,"Magnoliopsida","Streptophyta","Styracaceae"
"Brassicales","Plantae","Jarilla",NA,"Magnoliopsida","Streptophyta","Caricaceae"
"Fabales","Plantae","Cratalaria",NA,"Magnoliopsida","Streptophyta","Polygalaceae"
"Rosales","Plantae","Mirandaceltis",NA,"Magnoliopsida","Streptophyta","Cannabaceae"
"Brassicales","Plantae","Poliophyton",NA,"Magnoliopsida","Streptophyta","Brassicaceae"
"Sapindales","Plantae","Rhus",NA,"Magnoliopsida","Streptophyta","Meliaceae"
"Brassicales","Plantae","Raphanorhyncha",NA,"Magnoliopsida","Streptophyta","Brassicaceae"
"Brassicales","Plantae","Rollinsia",NA,"Magnoliopsida","Streptophyta","Brassicaceae"
"Lamiales","Plantae","Henfreya",NA,"Magnoliopsida","Streptophyta","Acanthaceae"
"Brassicales","Plantae","Leptocarpaea",NA,"Magnoliopsida","Streptophyta","Brassicaceae"
"Brassicales","Plantae","Mesoreanthus",NA,"Magnoliopsida","Streptophyta","Brassicaceae"
"Brassicales","Plantae","Icianthus",NA,"Magnoliopsida","Streptophyta","Brassicaceae"
"Myrtales","Plantae","Opsianthes",NA,"Magnoliopsida","Streptophyta","Onagraceae"
"Lamiales","Plantae","Zenkerina",NA,"Magnoliopsida","Streptophyta","Acanthaceae"
"Cucurbitales","Plantae","Schizocarpum",NA,"Magnoliopsida","Streptophyta","Cucurbitaceae"
"Lamiales","Plantae","Valeria",NA,"Magnoliopsida","Streptophyta","Plantaginaceae"
"Sapindales","Plantae","Neostyphonia",NA,"Magnoliopsida","Streptophyta","Anacardiaceae"
"Proteales","Plantae","Kingsboroughia",NA,"Magnoliopsida","Streptophyta","Sabiaceae"
"Lamiales","Plantae","Salviacanthus",NA,"Magnoliopsida","Streptophyta","Acanthaceae"
"Lamiales","Plantae","Hatschbachia",NA,"Magnoliopsida","Streptophyta","Gesneriaceae"
"Caryophyllales","Plantae","Neowerdermannia",NA,"Magnoliopsida","Streptophyta","Cactaceae"
"Lamiales","Plantae","Rosanowia",NA,"Magnoliopsida","Streptophyta","Gesneriaceae"
"Santalales","Plantae","Moquiniella",NA,"Magnoliopsida","Streptophyta","Loranthaceae"
"Caryophyllales","Plantae","Knorringia",NA,"Magnoliopsida","Streptophyta","Polygonaceae"
"Liliales","Plantae","Amiantanthus",NA,"Magnoliopsida","Streptophyta","Melanthiaceae"
"Myrtales","Plantae","Brittenia",NA,"Magnoliopsida","Streptophyta","Melastomataceae"
"Caryophyllales","Plantae","Parapteropyrum",NA,"Magnoliopsida","Streptophyta","Polygonaceae"
"Lamiales","Plantae","Acrosephalus",NA,"Magnoliopsida","Streptophyta","Lamiaceae"
"Lamiales","Plantae","Aeolanthus",NA,"Magnoliopsida","Streptophyta","Lamiaceae"
"Gentianales","Plantae","Metoxypetalum",NA,"Magnoliopsida","Streptophyta","Apocynaceae"
"Crossosomatales","Plantae","Ochranthe",NA,"Magnoliopsida","Streptophyta","Staphyleaceae"
"Ericales","Plantae","Hoferia",NA,"Magnoliopsida","Streptophyta","Pentaphylacaceae"
"Ericales","Plantae","Ilex",NA,"Magnoliopsida","Streptophyta","Pentaphylacaceae"
"Ericales","Plantae","Pseudoeurya",NA,"Magnoliopsida","Streptophyta","Pentaphylacaceae"
"Dipsacales","Plantae","Siphonella",NA,"Magnoliopsida","Streptophyta","Caprifoliaceae"
"Poales","Plantae","Thyridostachyum",NA,"Magnoliopsida","Streptophyta","Poaceae"
"Solanales","Plantae","Leptocallis",NA,"Magnoliopsida","Streptophyta","Convolvulaceae"
"Caryophyllales","Plantae","Pseudocerastium",NA,"Magnoliopsida","Streptophyta","Caryophyllaceae"
"Ericales","Plantae","Picrococcus",NA,"Magnoliopsida","Streptophyta","Ericaceae"
"Ericales","Plantae","Sinopyrenaria",NA,"Magnoliopsida","Streptophyta","Theaceae"
"Malpighiales","Plantae","Hylocarpa",NA,"Magnoliopsida","Streptophyta","Humiriaceae"
"Caryophyllales","Plantae","Tinantia",NA,"Magnoliopsida","Streptophyta","Nyctaginaceae"
"Caryophyllales","Plantae","Stipulicida",NA,"Magnoliopsida","Streptophyta","Caryophyllaceae"
"Sapindales","Plantae","Urbanoguarea",NA,"Magnoliopsida","Streptophyta","Meliaceae"
"Asparagales","Plantae","Anecochilus",NA,"Magnoliopsida","Streptophyta","Orchidaceae"
"Brassicales","Plantae","Texiera",NA,"Magnoliopsida","Streptophyta","Brassicaceae"
"Solanales","Plantae","Legendrea",NA,"Magnoliopsida","Streptophyta","Convolvulaceae"
"Polypodiales","Plantae","Pleurogramme",NA,"Polypodiopsida","Streptophyta","Pteridaceae"
"Gentianales","Plantae","Pisonia",NA,"Magnoliopsida","Streptophyta","Rubiaceae"
"Sapindales","Plantae","Abrahamia",NA,"Magnoliopsida","Streptophyta","Anacardiaceae"
"Sapindales","Plantae","Pachycormus",NA,"Magnoliopsida","Streptophyta","Anacardiaceae"
"Celastrales","Plantae","Monocelastrus",NA,"Magnoliopsida","Streptophyta","Celastraceae"
"Poales","Plantae","Desmostachys",NA,"Magnoliopsida","Streptophyta","Poaceae"
"Caryophyllales","Plantae","Pachgerocereus",NA,"Magnoliopsida","Streptophyta","Cactaceae"
"Myrtales","Plantae","Pseudolopezia",NA,"Magnoliopsida","Streptophyta","Onagraceae"
"Myrtales","Plantae","Xylonagra",NA,"Magnoliopsida","Streptophyta","Onagraceae"
"Cucurbitales","Plantae","Nietoa",NA,"Magnoliopsida","Streptophyta","Cucurbitaceae"
"Myrtales","Plantae","Farringtonia",NA,"Magnoliopsida","Streptophyta","Melastomataceae"
"Brassicales","Plantae","Twisselmannia",NA,"Magnoliopsida","Streptophyta","Brassicaceae"
"Cupressales","Plantae","Tunion",NA,"Pinopsida","Streptophyta","Taxaceae"
"Myrtales","Plantae","Homonoma",NA,"Magnoliopsida","Streptophyta","Melastomataceae"
"Brassicales","Plantae","Ornithocarpa",NA,"Magnoliopsida","Streptophyta","Brassicaceae"
"Ericales","Plantae","Portuna",NA,"Magnoliopsida","Streptophyta","Ericaceae"
"Polypodiales","Plantae","Tectaria",NA,"Polypodiopsida","Streptophyta","Cystopteridaceae"
"Myrtales","Plantae","Tetrataxis",NA,"Magnoliopsida","Streptophyta","Lythraceae"
"Malvales","Plantae","Lorentzia",NA,"Magnoliopsida","Streptophyta","Malvaceae"
"Malvales","Plantae","Rhamnoneuron",NA,"Magnoliopsida","Streptophyta","Thymelaeaceae"
"Ranunculales","Plantae","Calocapnos",NA,"Magnoliopsida","Streptophyta","Papaveraceae"
"Fabales","Plantae","Barnebydendron",NA,"Magnoliopsida","Streptophyta","Fabaceae"
"Lamiales","Plantae","Lembocarpus",NA,"Magnoliopsida","Streptophyta","Gesneriaceae"
"Gentianales","Plantae","Ionidium",NA,"Magnoliopsida","Streptophyta","Apocynaceae"
"Cycadales","Plantae","Lomaria",NA,"Cycadopsida","Streptophyta","Zamiaceae"
"Solanales","Plantae","Gomphipus",NA,"Magnoliopsida","Streptophyta","Convolvulaceae"
"Cornales","Plantae","Raphisanthe",NA,"Magnoliopsida","Streptophyta","Loasaceae"
"Malvales","Plantae","Hydrogaster",NA,"Magnoliopsida","Streptophyta","Malvaceae"
"Ranunculales","Plantae","Sophorocapnos",NA,"Magnoliopsida","Streptophyta","Papaveraceae"
"Laurales","Plantae","Valvanthera",NA,"Magnoliopsida","Streptophyta","Hernandiaceae"
"Malvales","Plantae","Sparattanthelium",NA,"Magnoliopsida","Streptophyta","Malvaceae"
"Gentianales","Plantae","Saurolluma",NA,"Magnoliopsida","Streptophyta","Apocynaceae"
"Gentianales","Plantae","Spiralluma",NA,"Magnoliopsida","Streptophyta","Apocynaceae"
"Aquifoliales","Plantae","Othera",NA,"Magnoliopsida","Streptophyta","Aquifoliaceae"
"Gentianales","Plantae","Sulcolluma",NA,"Magnoliopsida","Streptophyta","Apocynaceae"
"Gentianales","Plantae","Sanguilluma",NA,"Magnoliopsida","Streptophyta","Apocynaceae"
"Apiales","Plantae","Trisciadium",NA,"Magnoliopsida","Streptophyta","Apiaceae"
"Malvales","Plantae","Rayleya",NA,"Magnoliopsida","Streptophyta","Malvaceae"
"Santalales","Plantae","Loxania",NA,"Magnoliopsida","Streptophyta","Loranthaceae"
"Myrtales","Plantae","Tiphogeton",NA,"Magnoliopsida","Streptophyta","Onagraceae"
"Solanales","Plantae","Kuhlmanniella",NA,"Magnoliopsida","Streptophyta","Convolvulaceae"
"Poales","Plantae","Hypoelytrum",NA,"Magnoliopsida","Streptophyta","Cyperaceae"
"Solanales","Plantae","Odonellia",NA,"Magnoliopsida","Streptophyta","Convolvulaceae"
"Oxalidales","Plantae","Hesperoxalis",NA,"Magnoliopsida","Streptophyta","Oxalidaceae"
"Oxalidales","Plantae","Pseudoxalis",NA,"Magnoliopsida","Streptophyta","Oxalidaceae"
"Apiales","Plantae","Pseudocannaboides",NA,"Magnoliopsida","Streptophyta","Apiaceae"
"Apiales","Plantae","Tana",NA,"Magnoliopsida","Streptophyta","Apiaceae"
"Gentianales","Plantae","Somalluma",NA,"Magnoliopsida","Streptophyta","Apocynaceae"
"Santalales","Plantae","Sagotanthus",NA,"Magnoliopsida","Streptophyta","Olacaceae"
"Santalales","Plantae","Hesioda",NA,"Magnoliopsida","Streptophyta","Olacaceae"
"Santalales","Plantae","Lathrophytum",NA,"Magnoliopsida","Streptophyta","Balanophoraceae"
"Fagales","Plantae","Pimecaria",NA,"Magnoliopsida","Streptophyta","Myricaceae"
"Santalales","Plantae","Amyris",NA,"Magnoliopsida","Streptophyta","Olacaceae"
"Lamiales","Plantae","Saccolaria",NA,"Magnoliopsida","Streptophyta","Lentibulariaceae"
"Caryophyllales","Plantae","Puna",NA,"Magnoliopsida","Streptophyta","Cactaceae"
"Myrtales","Plantae","Pentossaea",NA,"Magnoliopsida","Streptophyta","Melastomataceae"
"Gentianales","Plantae","Ptycholepis",NA,"Magnoliopsida","Streptophyta","Apocynaceae"
"Brassicales","Plantae","Scoliaxon",NA,"Magnoliopsida","Streptophyta","Brassicaceae"
"Myrtales","Plantae","Necramium",NA,"Magnoliopsida","Streptophyta","Melastomataceae"
"Myrtales","Plantae","Tibouchinopsis",NA,"Magnoliopsida","Streptophyta","Melastomataceae"
"Myrtales","Plantae","Mallophyton",NA,"Magnoliopsida","Streptophyta","Melastomataceae"
"Myrtales","Plantae","Loricalepis",NA,"Magnoliopsida","Streptophyta","Melastomataceae"
"Myrtales","Plantae","Lithobium",NA,"Magnoliopsida","Streptophyta","Melastomataceae"
"Myrtales","Plantae","Ochthephilus",NA,"Magnoliopsida","Streptophyta","Melastomataceae"
"Myrtales","Plantae","Dolichoura",NA,"Magnoliopsida","Streptophyta","Melastomataceae"
"Apiales","Plantae","Notiosciadium",NA,"Magnoliopsida","Streptophyta","Apiaceae"
"Lamiales","Plantae","Monopera",NA,"Magnoliopsida","Streptophyta","Plantaginaceae"
"Malpighiales","Plantae","Haploclathra",NA,"Magnoliopsida","Streptophyta","Calophyllaceae"
"Rosales","Plantae","Myginda",NA,"Magnoliopsida","Streptophyta","Rhamnaceae"
"Myrtales","Plantae","Siphantheropsis",NA,"Magnoliopsida","Streptophyta","Melastomataceae"
"Malpighiales","Plantae","Macarenia",NA,"Magnoliopsida","Streptophyta","Podostemaceae"
"Ericales","Plantae","Ptelea",NA,"Magnoliopsida","Streptophyta","Cyrillaceae"
"Myrtales","Plantae","Appendicularia",NA,"Magnoliopsida","Streptophyta","Melastomataceae"
"Fabales","Plantae","Guinetia",NA,"Magnoliopsida","Streptophyta","Fabaceae"
"Lamiales","Plantae","Lietzia",NA,"Magnoliopsida","Streptophyta","Gesneriaceae"
"Malpighiales","Plantae","Symplocos",NA,"Magnoliopsida","Streptophyta","Hypericaceae"
"Solanales","Plantae","Meriana",NA,"Magnoliopsida","Streptophyta","Convolvulaceae"
"Piperales","Plantae","Holostylis",NA,"Magnoliopsida","Streptophyta","Aristolochiaceae"
"Caryophyllales","Plantae","Schreiteria",NA,"Magnoliopsida","Streptophyta","Montiaceae"
"Dipsacales","Plantae","Metalonicera",NA,"Magnoliopsida","Streptophyta","Caprifoliaceae"
"Saxifragales","Plantae","Saxifraga",NA,"Magnoliopsida","Streptophyta","Crassulaceae"
"Malvales","Plantae","Hyptiodaphne",NA,"Magnoliopsida","Streptophyta","Thymelaeaceae"
"Malpighiales","Plantae","Croton",NA,"Magnoliopsida","Streptophyta","Trigoniaceae"
"Asparagales","Plantae","Cacalia",NA,"Magnoliopsida","Streptophyta","Orchidaceae"
"Cyatheales","Plantae","Hemitelia",NA,"Polypodiopsida","Streptophyta","Dicksoniaceae"
"Myrtales","Plantae","Maguireanthus",NA,"Magnoliopsida","Streptophyta","Melastomataceae"
"Myrtales","Plantae","Tryssophyton",NA,"Magnoliopsida","Streptophyta","Melastomataceae"
"Apiales","Plantae","Hesperogenia",NA,"Magnoliopsida","Streptophyta","Apiaceae"
"Apiales","Plantae","Orumbella",NA,"Magnoliopsida","Streptophyta","Apiaceae"
"Apiales","Plantae","Phanerotaenia",NA,"Magnoliopsida","Streptophyta","Apiaceae"
"Myrtales","Plantae","Webera",NA,"Magnoliopsida","Streptophyta","Melastomataceae"
"Apiales","Plantae","Pseudopteryxia",NA,"Magnoliopsida","Streptophyta","Apiaceae"
"Lamiales","Plantae","Gonzalagunia",NA,"Magnoliopsida","Streptophyta","Verbenaceae"
"Myrtales","Plantae","Heteroneuron",NA,"Magnoliopsida","Streptophyta","Melastomataceae"
"Fabales","Plantae","Cliffortia",NA,"Magnoliopsida","Streptophyta","Fabaceae"
"Santalales","Plantae","Schoepfia",NA,"Magnoliopsida","Streptophyta","Olacaceae"
"Asparagales","Plantae","Etaeria",NA,"Magnoliopsida","Streptophyta","Orchidaceae"
"Malvales","Plantae","Thesium",NA,"Magnoliopsida","Streptophyta","Thymelaeaceae"
"Santalales","Plantae","Tetradyas",NA,"Magnoliopsida","Streptophyta","Loranthaceae"
"Asterales","Plantae","Delphinium",NA,"Magnoliopsida","Streptophyta","Asteraceae"
"Myrtales","Plantae","Merianthera",NA,"Magnoliopsida","Streptophyta","Melastomataceae"
"Malpighiales","Plantae","Hisingera",NA,"Magnoliopsida","Streptophyta","Euphorbiaceae"
"Malpighiales","Plantae","Polycarpa",NA,"Magnoliopsida","Streptophyta","Salicaceae"
"Sapindales","Plantae","Ximenia",NA,"Magnoliopsida","Streptophyta","Rutaceae"
"Sapindales","Plantae","Selas",NA,"Magnoliopsida","Streptophyta","Rutaceae"
"Malvales","Plantae","Pseudopavonia",NA,"Magnoliopsida","Streptophyta","Malvaceae"
"Sapindales","Plantae","Piptostylis",NA,"Magnoliopsida","Streptophyta","Rutaceae"
"Malvales","Plantae","Triplochlamys",NA,"Magnoliopsida","Streptophyta","Malvaceae"
"Malvales","Plantae","Pteropavonia",NA,"Magnoliopsida","Streptophyta","Malvaceae"
"Myrtales","Plantae","Mommsenia",NA,"Magnoliopsida","Streptophyta","Melastomataceae"
"Polypodiales","Plantae","Cornopteris",NA,"Polypodiopsida","Streptophyta","Cystopteridaceae"
"Polypodiales","Plantae","Rhizomatopteris",NA,"Polypodiopsida","Streptophyta","Cystopteridaceae"
"Polypodiales","Plantae","Leucostegia",NA,"Polypodiopsida","Streptophyta","Aspleniaceae"
"Gentianales","Plantae","Stahelia",NA,"Magnoliopsida","Streptophyta","Gentianaceae"
"Malpighiales","Plantae","Receveura",NA,"Magnoliopsida","Streptophyta","Hypericaceae"
"Polypodiales","Plantae","Micropodium",NA,"Polypodiopsida","Streptophyta","Athyriaceae"
"Brassicales","Plantae","Isopara",NA,"Magnoliopsida","Streptophyta","Cleomaceae"
"Brassicales","Plantae","Mitostylis",NA,"Magnoliopsida","Streptophyta","Cleomaceae"
"Brassicales","Plantae","Oncufis",NA,"Magnoliopsida","Streptophyta","Cleomaceae"
"Brassicales","Plantae","Podogyne",NA,"Magnoliopsida","Streptophyta","Cleomaceae"
"Brassicales","Plantae","Gymnogonia",NA,"Magnoliopsida","Streptophyta","Cleomaceae"
"Caryophyllales","Plantae","Stephanocereus",NA,"Magnoliopsida","Streptophyta","Cactaceae"
"Caryophyllales","Plantae","Meyerocactus",NA,"Magnoliopsida","Streptophyta","Cactaceae"
"Caryophyllales","Plantae","Mollugophytum",NA,"Magnoliopsida","Streptophyta","Caryophyllaceae"
"Cyatheales","Plantae","Struthiopteris",NA,"Polypodiopsida","Streptophyta","Plagiogyriaceae"
"Cyatheales","Plantae","Sitobolium",NA,"Polypodiopsida","Streptophyta","Dicksoniaceae"
"Caryophyllales","Plantae","Polaskia",NA,"Magnoliopsida","Streptophyta","Cactaceae"
"Polypodiales","Plantae","Podosorus",NA,"Polypodiopsida","Streptophyta","Polypodiaceae"
"Polypodiales","Plantae","Paraselliguea",NA,"Polypodiopsida","Streptophyta","Polypodiaceae"
"Gentianales","Plantae","Cupania",NA,"Magnoliopsida","Streptophyta","Rubiaceae"
"Polypodiales","Plantae","Boniniella",NA,"Polypodiopsida","Streptophyta","Aspleniaceae"
"Malvales","Plantae","Scopolia",NA,"Magnoliopsida","Streptophyta","Thymelaeaceae"
"Alismatales","Plantae","Raphidophora",NA,"Magnoliopsida","Streptophyta","Araceae"
"Santalales","Plantae","Ribeirea",NA,"Magnoliopsida","Streptophyta","Schoepfiaceae"
"Santalales","Plantae","Hypocarpus",NA,"Magnoliopsida","Streptophyta","Olacaceae"
"Caryophyllales","Plantae","Porfiria",NA,"Magnoliopsida","Streptophyta","Cactaceae"
"Caryophyllales","Plantae","Mammilloydia",NA,"Magnoliopsida","Streptophyta","Cactaceae"
"Polypodiales","Plantae","Saccoloma",NA,"Polypodiopsida","Streptophyta","Cystodiaceae"
"Boraginales","Plantae","Nomosa",NA,"Magnoliopsida","Streptophyta","Boraginaceae"
"Malpighiales","Plantae","Tulasneantha",NA,"Magnoliopsida","Streptophyta","Podostemaceae"
"Magnoliales","Plantae","Monocyclanthus",NA,"Magnoliopsida","Streptophyta","Annonaceae"
"Polypodiales","Plantae","Protolindsaya",NA,"Polypodiopsida","Streptophyta","Lindsaeaceae"
"Polypodiales","Plantae","Xyropteris",NA,"Polypodiopsida","Streptophyta","Lindsaeaceae"
"Icacinales","Plantae","Martia",NA,"Magnoliopsida","Streptophyta","Icacinaceae"
"Icacinales","Plantae","Valetonia",NA,"Magnoliopsida","Streptophyta","Icacinaceae"
"Malvales","Plantae","Westphalina",NA,"Magnoliopsida","Streptophyta","Malvaceae"
"Polypodiales","Plantae","Guerinia",NA,"Polypodiopsida","Streptophyta","Lindsaeaceae"
"Boraginales","Plantae","Perittostema",NA,"Magnoliopsida","Streptophyta","Boraginaceae"
"Boraginales","Plantae","Psilolaemus",NA,"Magnoliopsida","Streptophyta","Boraginaceae"
"Polypodiales","Plantae","Asplenium",NA,"Polypodiopsida","Streptophyta","Lindsaeaceae"
"Lamiales","Plantae","Hoverdenia",NA,"Magnoliopsida","Streptophyta","Acanthaceae"
"Polypodiales","Plantae","Thysanosoria",NA,"Polypodiopsida","Streptophyta","Lomariopsidaceae"
"Polypodiales","Plantae","Notholaena",NA,"Polypodiopsida","Streptophyta","Lomariopsidaceae"
"Polypodiales","Plantae","Lindsaea",NA,"Polypodiopsida","Streptophyta","Dryopteridaceae"
"Brassicales","Plantae","Sinosophiopsis",NA,"Magnoliopsida","Streptophyta","Brassicaceae"
"Rosales","Plantae","Sychinium",NA,"Magnoliopsida","Streptophyta","Moraceae"
"Malpighiales","Plantae","Plinia",NA,"Magnoliopsida","Streptophyta","Calophyllaceae"
"Brassicales","Plantae","Synstemonanthus",NA,"Magnoliopsida","Streptophyta","Brassicaceae"
"Lamiales","Plantae","Terania",NA,"Magnoliopsida","Streptophyta","Scrophulariaceae"
"Malpighiales","Plantae","Riana",NA,"Magnoliopsida","Streptophyta","Dichapetalaceae"
"Malpighiales","Plantae","Verrucularina",NA,"Magnoliopsida","Streptophyta","Malpighiaceae"
"Caryophyllales","Plantae","Pilocanthus",NA,"Magnoliopsida","Streptophyta","Cactaceae"
"Solanales","Plantae","Acmostemon",NA,"Magnoliopsida","Streptophyta","Convolvulaceae"
"Sapindales","Plantae","Taravalia",NA,"Magnoliopsida","Streptophyta","Rutaceae"
"Myrtales","Plantae","Strukeria",NA,"Magnoliopsida","Streptophyta","Vochysiaceae"
"Lamiales","Plantae","Hovanella",NA,"Magnoliopsida","Streptophyta","Gesneriaceae"
"Caryophyllales","Plantae","Acanthocephala",NA,"Magnoliopsida","Streptophyta","Cactaceae"
"Caryophyllales","Plantae","Mamillopsis",NA,"Magnoliopsida","Streptophyta","Cactaceae"
"Myrtales","Plantae","Urodesmium",NA,"Magnoliopsida","Streptophyta","Melastomataceae"
"Caryophyllales","Plantae","Hickenia",NA,"Magnoliopsida","Streptophyta","Cactaceae"
"Caryophyllales","Plantae","Micromonolepis",NA,"Magnoliopsida","Streptophyta","Amaranthaceae"
"Caryophyllales","Plantae","Solisia",NA,"Magnoliopsida","Streptophyta","Cactaceae"
"Lamiales","Plantae","Senyumia",NA,"Magnoliopsida","Streptophyta","Gesneriaceae"
"Myrtales","Plantae","Uranthera",NA,"Magnoliopsida","Streptophyta","Melastomataceae"
"Myrtales","Plantae","Dichaetandra",NA,"Magnoliopsida","Streptophyta","Melastomataceae"
"Myrtales","Plantae","Hephestionia",NA,"Magnoliopsida","Streptophyta","Melastomataceae"
"Myrtales","Plantae","Haplodesmium",NA,"Magnoliopsida","Streptophyta","Melastomataceae"
"Myrtales","Plantae","Erpetina",NA,"Magnoliopsida","Streptophyta","Melastomataceae"
"Myrtales","Plantae","Sarcomeris",NA,"Magnoliopsida","Streptophyta","Melastomataceae"
"Myrtales","Plantae","Miconiastrum",NA,"Magnoliopsida","Streptophyta","Melastomataceae"
"Myrtales","Plantae","Diplostegium",NA,"Magnoliopsida","Streptophyta","Melastomataceae"
"Myrtales","Plantae","Capitellaria",NA,"Magnoliopsida","Streptophyta","Melastomataceae"
"Myrtales","Plantae","Notocentrum",NA,"Magnoliopsida","Streptophyta","Melastomataceae"
"Myrtales","Plantae","Sarmentaria",NA,"Magnoliopsida","Streptophyta","Melastomataceae"
"Lamiales","Plantae","Pelidnia",NA,"Magnoliopsida","Streptophyta","Lentibulariaceae"
"Lamiales","Plantae","Tetralobus",NA,"Magnoliopsida","Streptophyta","Lentibulariaceae"
"Myrtales","Plantae","Cycnopodium",NA,"Magnoliopsida","Streptophyta","Melastomataceae"
"Myrtales","Plantae","Pyxidanthus",NA,"Magnoliopsida","Streptophyta","Melastomataceae"
"Gentianales","Plantae","Gertianella",NA,"Magnoliopsida","Streptophyta","Gentianaceae"
"Celastrales","Plantae","Managa",NA,"Magnoliopsida","Streptophyta","Celastraceae"
"Lamiales","Plantae","Pleiochasia",NA,"Magnoliopsida","Streptophyta","Lentibulariaceae"
"Lamiales","Plantae","Loxostigma",NA,"Magnoliopsida","Streptophyta","Acanthaceae"
"Malpighiales","Plantae","Napimoga",NA,"Magnoliopsida","Streptophyta","Salicaceae"
"Lamiales","Plantae","Antirrhinum",NA,"Magnoliopsida","Streptophyta","Lentibulariaceae"
"Lamiales","Plantae","Linaria",NA,"Magnoliopsida","Streptophyta","Lentibulariaceae"
"Piperales","Plantae","Quebitea",NA,"Magnoliopsida","Streptophyta","Piperaceae"
"Malpighiales","Plantae","Senapea",NA,"Magnoliopsida","Streptophyta","Passifloraceae"
