"search_string","unique_name","approximate_match","score","ott_id","is_synonym","flags","number_matches","Class","Phylum","Kingdom","Order"
"dioscoreales","Dioscoreales",FALSE,1,538762,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Dioscoreales"
"laurales","Laurales",FALSE,1,913244,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Laurales"
"arecales","Arecales",FALSE,1,17706,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Arecales"
"vitales","Vitales",FALSE,1,1069308,FALSE,"sibling_higher",1,"Magnoliopsida","Streptophyta","Plantae","Vitales"
"alismatales","Alismatales",FALSE,1,399481,FALSE,"sibling_higher",1,"Magnoliopsida","Streptophyta","Plantae","Alismatales"
"fabales","Fabales",FALSE,1,956360,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Fabales"
"myrtales","Myrtales",FALSE,1,648898,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Myrtales"
"asterales","Asterales",FALSE,1,1042120,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Asterales"
"liliales","Liliales",FALSE,1,258488,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Liliales"
"apiales","Apiales",FALSE,1,372834,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Apiales"
"boraginales","Boraginales",FALSE,1,5261925,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Boraginales"
"brassicales","Brassicales",FALSE,1,8844,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Brassicales"
"celastrales","Celastrales",FALSE,1,841511,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Celastrales"
"saxifragales","Saxifragales",FALSE,1,648890,FALSE,"sibling_higher",1,"Magnoliopsida","Streptophyta","Plantae","Saxifragales"
"oxalidales","Oxalidales",FALSE,1,431493,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Oxalidales"
"rosales","Rosales",FALSE,1,208031,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Rosales"
"dipsacales","Dipsacales",FALSE,1,659705,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Dipsacales"
"geraniales","Geraniales",FALSE,1,648900,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Geraniales"
"proteales","Proteales",FALSE,1,828868,FALSE,"sibling_higher",1,"Magnoliopsida","Streptophyta","Plantae","Proteales"
"cyatheales","Cyatheales",FALSE,1,645155,FALSE,"",1,"Polypodiopsida","Streptophyta","Plantae","Cyatheales"
"gleicheniales","Gleicheniales",FALSE,1,645151,FALSE,"",1,"Polypodiopsida","Streptophyta","Plantae","Gleicheniales"
"osmundales","Osmundales",FALSE,1,421646,FALSE,"",1,"Polypodiopsida","Streptophyta","Plantae","Osmundales"
"salviniales","Salviniales",FALSE,1,24284,FALSE,"",1,"Polypodiopsida","Streptophyta","Plantae","Salviniales"
"marattiales","Marattiales",FALSE,1,93167,FALSE,"",1,"Polypodiopsida","Streptophyta","Plantae","Marattiales"
"ophioglossales","Ophioglossales",FALSE,1,687388,FALSE,"",1,"Polypodiopsida","Streptophyta","Plantae","Ophioglossales"
"dilleniales","Dilleniales",FALSE,1,924695,FALSE,"sibling_higher",1,"Magnoliopsida","Streptophyta","Plantae","Dilleniales"
"lycopodiales","Lycopodiales",FALSE,1,144793,FALSE,"sibling_higher",1,"Lycopodiopsida","Streptophyta","Plantae","Lycopodiales"
"solanales","Solanales",FALSE,1,1050255,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Solanales"
"magnoliales","Magnoliales",FALSE,1,288466,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Magnoliales"
"zingiberales","Zingiberales",FALSE,1,627015,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Zingiberales"
"araucariales","Araucariales",FALSE,1,5435765,FALSE,"",1,"Pinopsida","Streptophyta","Plantae","Araucariales"
"cornales","Cornales",FALSE,1,229290,FALSE,"sibling_higher",1,"Magnoliopsida","Streptophyta","Plantae","Cornales"
"crossosomatales","Crossosomatales",FALSE,1,656864,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Crossosomatales"
"fagales","Fagales",FALSE,1,267709,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Fagales"
"santalales","Santalales",FALSE,1,648888,FALSE,"sibling_higher",1,"Magnoliopsida","Streptophyta","Plantae","Santalales"
"icacinales","Icacinales",FALSE,1,5302166,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Icacinales"
"cardiopteridales","Cardiopteridaceae",TRUE,0.823529422283173,862529,FALSE,"",1,NA,NA,"Bacteria","Cardiopteridaceae"
"canellales","Canellales",FALSE,1,311120,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Canellales"
"nymphaeales","Nymphaeales",FALSE,1,927972,FALSE,"sibling_higher",1,"Magnoliopsida","Streptophyta","Plantae","Nymphaeales"
"vahliales","Vahliales",FALSE,1,6092447,FALSE,"barren",1,"Magnoliopsida","Streptophyta","Plantae","Vahliales"
"acorales","Acorales",FALSE,1,276683,FALSE,"sibling_higher",1,"Magnoliopsida","Streptophyta","Plantae","Acorales"
"cycadales","Cycadales",FALSE,1,614464,FALSE,"",1,"Cycadopsida","Streptophyta","Plantae","Cycadales"
"picramniales","Picramniales",FALSE,1,195124,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Picramniales"
"metteniusales","Metteniusales",FALSE,1,5302164,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Metteniusales"
"garryales","Garryales",FALSE,1,596111,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Garryales"
"austrobaileyales","Austrobaileyales",FALSE,1,373127,FALSE,"sibling_higher",1,"Magnoliopsida","Streptophyta","Plantae","Austrobaileyales"
"aquifoliales","Aquifoliales",FALSE,1,596120,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Aquifoliales"
"zygophyllales","Zygophyllales",FALSE,1,1069309,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Zygophyllales"
"pinales","Pinales",FALSE,1,4736806,FALSE,"",1,"Pinopsida","Streptophyta","Plantae","Pinales"
"cupressales","Cupressales",FALSE,1,5435764,FALSE,"",1,"Pinopsida","Streptophyta","Plantae","Cupressales"
"bruniales","Bruniales",FALSE,1,842373,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Bruniales"
"piperales","Piperales",FALSE,1,1022514,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Piperales"
"escalloniales","Escalloniales",FALSE,1,842365,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Escalloniales"
"buxales","Buxales",FALSE,1,861896,FALSE,"sibling_higher",1,"Magnoliopsida","Streptophyta","Plantae","Buxales"
"paracryphiales","Paracryphiales",FALSE,1,842366,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Paracryphiales"
"chloranthales","Chloranthales",FALSE,1,927961,FALSE,"sibling_higher",1,"Magnoliopsida","Streptophyta","Plantae","Chloranthales"
"huerteales","Huerteales",FALSE,1,73480,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Huerteales"
"gigaspermales","Gigaspermales",FALSE,1,436720,FALSE,"",1,"Bryopsida","Streptophyta","Plantae","Gigaspermales"
"trochodendrales","Trochodendrales",FALSE,1,34591,FALSE,"sibling_higher",1,"Magnoliopsida","Streptophyta","Plantae","Trochodendrales"
"treubiales","Treubiales",FALSE,1,663805,FALSE,"",1,"Haplomitriopsida","Streptophyta","Plantae","Treubiales"
"berberidopsidales","Berberidopsidales",FALSE,1,924696,FALSE,"sibling_higher",1,"Magnoliopsida","Streptophyta","Plantae","Berberidopsidales"
"petrosaviales","Petrosaviales",FALSE,1,808566,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Petrosaviales"
"equisetales","Equisetales",FALSE,1,719029,FALSE,"",1,"Polypodiopsida","Streptophyta","Plantae","Equisetales"
"gnetales","Gnetales",FALSE,1,47945,FALSE,"",1,"Gnetopsida","Streptophyta","Plantae","Gnetales"
"ephedrales","Ephedrales",FALSE,1,673434,FALSE,"",1,"Gnetopsida","Streptophyta","Plantae","Ephedrales"
"ginkgoales","Ginkgoales",FALSE,1,616598,FALSE,"",1,"Ginkgoopsida","Streptophyta","Plantae","Ginkgoales"
"welwitschiales","Welwitschiales",FALSE,1,47950,FALSE,"",1,"Gnetopsida","Streptophyta","Plantae","Welwitschiales"
"ceratophyllales","Ceratophyllales",FALSE,1,228826,FALSE,"sibling_higher",1,"Magnoliopsida","Streptophyta","Plantae","Ceratophyllales"
"amborellales","Amborellales",FALSE,1,927960,FALSE,"sibling_higher",1,"Magnoliopsida","Streptophyta","Plantae","Amborellales"
"sphaerocarpales","Sphaerocarpales",FALSE,1,27566,FALSE,"",1,"Marchantiopsida","Streptophyta","Plantae","Sphaerocarpales"
"psilotales","Psilotales",FALSE,1,769685,FALSE,"",1,"Polypodiopsida","Streptophyta","Plantae","Psilotales"
"hypnodendrales","Hypnodendrales",FALSE,1,286612,FALSE,"",1,"Bryopsida","Streptophyta","Plantae","Hypnodendrales"
"sphagnales","Sphagnales",FALSE,1,738998,FALSE,"",1,"Sphagnopsida","Streptophyta","Plantae","Sphagnales"
"anthocerotales","Anthocerotales",FALSE,1,164381,FALSE,"",1,"Anthocerotopsida","Streptophyta","Plantae","Anthocerotales"
"ptychomniales","Ptychomniales",FALSE,1,706540,FALSE,"",1,"Bryopsida","Streptophyta","Plantae","Ptychomniales"
"notothyladales","Notothyladales",FALSE,1,133084,FALSE,"sibling_higher",1,"Anthocerotopsida","Streptophyta","Plantae","Notothyladales"
"andreaeobryales","Andreaeobryales",FALSE,1,758425,FALSE,"",1,"Andreaeobryopsida","Streptophyta","Plantae","Andreaeobryales"
"archidiales","Archidiales",FALSE,1,47741,FALSE,"",1,"Bryopsida","Streptophyta","Plantae","Archidiales"
"tetraphidales","Tetraphidales",FALSE,1,548795,FALSE,"",1,"Tetraphidopsida","Streptophyta","Plantae","Tetraphidales"
"scouleriales","Scouleriales",FALSE,1,263662,FALSE,"",1,"Bryopsida","Streptophyta","Plantae","Scouleriales"
"bryoxiphiales","Bryoxiphiales",FALSE,1,787043,FALSE,"",1,"Bryopsida","Streptophyta","Plantae","Bryoxiphiales"
"oedipodiales","Oedipodiales",FALSE,1,263647,FALSE,"",1,"Oedipodiopsida","Streptophyta","Plantae","Oedipodiales"
"buxbaumiales","Buxbaumiales",FALSE,1,263646,FALSE,"",1,"Bryopsida","Streptophyta","Plantae","Buxbaumiales"
"takakiales","Takakiales",FALSE,1,496419,FALSE,"",1,"Takakiopsida","Streptophyta","Plantae","Takakiales"
"blasiales","Blasiales",FALSE,1,815448,FALSE,"",1,"Marchantiopsida","Streptophyta","Plantae","Blasiales"
"calobryales","Calobryales",FALSE,1,663734,FALSE,"",1,"Haplomitriopsida","Streptophyta","Plantae","Calobryales"
"lunulariales","Lunulariales",FALSE,1,680446,FALSE,"",1,"Marchantiopsida","Streptophyta","Plantae","Lunulariales"
"pelliales","Pelliales",FALSE,1,854273,FALSE,"",1,"Jungermanniopsida","Streptophyta","Plantae","Pelliales"
"leiosporocerotales","Leiosporocerotales",FALSE,1,1045386,FALSE,"",1,"Leiosporocerotopsida","Streptophyta","Plantae","Leiosporocerotales"
"phymatocerotales","Phymatocerotales",FALSE,1,133081,FALSE,"",1,"Anthocerotopsida","Streptophyta","Plantae","Phymatocerotales"
"neohodgsoniales","Neohodgsoniales",FALSE,1,680450,FALSE,"",1,"Marchantiopsida","Streptophyta","Plantae","Neohodgsoniales"
